Num_equipement,Systeme,Description,Date de détéction de l'anomalie,Description de l'équipement,Section propriétaire,Fiabilité Intégrité
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,Encrassement du filtre d'aspiration du pompe fioul 20 .,2022-06-26 14:37:41,POMPE FUEL  PRINCIPALE  N°2,34MC,1
65193ddf-9215-4cef-b31f-14ebbff9a11c,f7edce60-d1a5-401a-b673-f1193930615c,Fuite CV (percement) conduite champ d'évacuation 1&2A à l'intérieur de la cachette Silo CV (en Haut),2022-06-26 14:38:02,SAS A SOUS CHAMP 1 ELECTROFILTRE A,34MD,2
06cec3f3-9549-438d-8292-697330aac864,c4d67bd5-3639-4753-8859-1f51f62acec0,Prévoir un appoint d'huile au niveau des deux pompes a vide n°11 et 12 du système huile d'étanchéité Alternateur,2022-06-26 14:49:22,POMPE A VIDE 1,34MM,1
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,Manque d'éclairage station de pompage fioul,2022-06-26 16:11:45,POMPE FUEL  PRINCIPALE  N°1,34EL,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,filtre de pompe fioul20 encrassé,2022-06-28 08:47:51,POMPE FUEL  PRINCIPALE  N°2,34MC,1
c4c7db1e-5b89-416e-ba10-cded94969865,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,arrêt fréquemment de filtre tambour après quelques min de démarrage (méme au mode cotinue ),2022-06-28 11:44:28,Pompe eau de lavage du tambour 10,34EL,2
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,fourniture de bureau pour I&C34,2022-06-29 08:55:00,unité 03,34CT,1
fb551b8b-2183-4ea2-b7a0-0c6ece1c3946,cbd40d2b-59cc-4db7-9f41-2986a167df77,Préparation  Rebranchement  d'instrumentation,2022-06-30 14:23:00,Pompe alimentaire  principale  N° 30,34CT,1
30689654-2454-47dc-85c1-344173d2293d,ea20dd26-5178-4fab-ac36-5855da36d870,Fuite d'eau de mer par goutte à goutte au niveau de la vanne double effet (Air-vide),2022-07-03 08:33:37,Pompe Eau de Mer 20,34MM,1
d2aa6be6-2751-44cd-b766-e15fed3403b7,7e0c17b4-832e-4693-b6e8-6df67a53bf32,Fuite de vapeur par presse-étoupe de la vanne d'isolement pressostat de niveau très haut purges échappement,2022-07-03 08:34:10,contacteur de niveau très haut purges échappement corps HP.,34MM,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Percement chaudière U3  au niveau ramoneur IK31 (percement a l'extérieur de la chaudière ),2022-07-03 09:05:34,unité 03,34MD,3
53b816d7-555a-4f41-b422-f4741b049cc5,9d8baebe-30cd-410d-a352-666615217026,prévoir contrôler les indicateur de débit ( rota mètre )  des deux éjecteurs de maintien ( barbotage anormal ),2022-07-04 08:38:52,INDICATEUR DE DEBIT,34CT,1
5c1f769e-9327-4bae-98b1-f2544f7f924f,c02e2a84-07c0-4d8b-9fc4-857d25702120,prévoir remise en état lampe à l'entrée  local cuve a huile ( coté mer ),2022-07-05 16:07:56,CUVE À HUILE TURBINE,34EL,1
30689654-2454-47dc-85c1-344173d2293d,ea20dd26-5178-4fab-ac36-5855da36d870,Fuite d'eau de mer dans la vanne double effet de la pompe de circulation 20 TR3.,2022-07-06 08:25:36,Pompe Eau de Mer 20,34MM,1
848a312b-2ced-49ef-acab-ab987813ddb2,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Déclenchement du moteur du dégrilleur par limiteur de couple .,2022-07-07 12:13:15,TRASH RAKE MOTOR/MOTEUR DERGILLEUR,34EL,2
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,manque d'éclairage au parc a gaz unité 3/4,2022-07-07 12:14:49,unité 03,34EL,1
b18cfa5a-f025-40e8-9d88-4e480160688a,cbd40d2b-59cc-4db7-9f41-2986a167df77,fuite d'huile goutte a goutte par voyant retour d'huile palier moteur pompe alimentaire 20(cote pompe principale),2022-07-07 12:14:52,Moteur pompe alimentaire 20,34EL,2
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,sortie magasin consommable pour visite tr4,2022-07-08 09:32:00,unité 03,34CT,1
ecd708b4-1faf-49fe-8404-ac315a884479,8ab799f5-144f-420c-b426-3d7e36b13f59,CONTROLE ET REMISE EN ETAT DE LA VANNE REGULATRICE,2022-07-08 11:01:00,Systeme ramonage U3,34CT,1
66af4fdb-85d7-4891-97f9-e92640591a57,f7edce60-d1a5-401a-b673-f1193930615c,Fuite dans le filtre d'air du champ 4A TR3.,2022-07-08 13:26:24,SAS A SOUS CHAMP 4 ELECTROFILTRE A,34CT,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,manque d'éclairage au niveau des broyeurs tr3,2022-07-11 09:02:07,unité 03,34EL,1
b042dbde-eed3-4fbc-8f76-e0d91bd3020d,3cca8df0-66e0-4b80-b6e2-e3b45e49fcda,prévoir la mise en état l'éclairage Normale  au voisinage réfrigérant NORIA (disjoncteur déclenche souvent ),2022-07-11 09:02:09,Echangeur Noria,34EL,1
e4985ce1-964b-4096-88ae-131e83fbd157,410b4b84-de59-4b20-8554-d768feaf39c6,Perte mesure disjoncteur 30BBB03GS100,2022-07-11 09:02:22,DISJONCTEUR MT,34EL,1
58f2c950-0370-42ce-a05b-80242ec4fe30,fb2a4caa-b67f-43d8-8e30-2c561492e889,Fuite d'air dans le détendeur du refus broyeur C TR3.,2022-07-11 09:21:07,instrumentations  de la Sas Refus broyeur C,34CT,1
c0b407ba-7a42-4b68-9ae6-4fcb6300c8b6,b7dd37f4-8f86-4391-955e-c0db891bec12,Prévoir contrôler le niveau d'huile du compresseur ETP11 TR3.,2022-07-11 09:48:36,COMPRESSEUR D'AIR B TYPE GA90W,34MC,1
78786633-b747-4602-97e7-540c0e3181b7,f7edce60-d1a5-401a-b673-f1193930615c,Vanne de convoyage du champ 3A non étanche.,2022-07-11 14:56:16,VANNE DE DECHARGE DES SAS   SOUS CHAMP 3 ELECTROFI,34MC,1
cb199bde-89b6-4123-9261-a2d8bc237063,fb2a4caa-b67f-43d8-8e30-2c561492e889,La trappe entrée sas refus broyeur B bloqué en position ouverte .,2022-07-11 14:56:26,Vannes de la Sas Refus broyeur B,34MC,1
cabaf3c4-3882-443e-be87-d5a3a3531ea4,d3e617aa-b5b2-49db-8ba0-c09d4d2083b9,discordance de péniche de chaudière (angle 2),2022-07-12 09:06:54,COMMANDE DES INCLINAISON BRÛLEURS COIN 2.,34CT,1
7fe614e2-4de6-4948-b691-cdfafe100278,5d34ddc7-cd24-4926-ad7d-99b73e817c51,PREVOIR CONTROLE TRANSMETTEUR DP CAISSON D'AIR/FOYER,2022-07-12 15:13:46,Transmetteur de la Mesure de  Pression Différentielle Boit Vent / Foyer,34CT,2
596ec414-d331-42a3-a043-d6cf807ad993,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,mise en état d'afficheur alimentateur  C,2022-07-12 15:13:52,COAL FEEDER C ARMOIRE,34CT,1
5a0a8a93-ad54-4657-836f-6ec614216ac4,cbd40d2b-59cc-4db7-9f41-2986a167df77,Prévoir contrôle température coussinet cote Moteur pompe alimentaire N°20,2022-07-13 08:37:08,Mesure de Température Coussinet Coté Moteur de  PA20,34MM,1
c4c7db1e-5b89-416e-ba10-cded94969865,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Bruit anormale + appoint d'huile .,2022-07-13 08:37:18,Pompe eau de lavage du tambour 10,34MM,3
0668a388-031c-4654-825e-8615ae5a07ec,d3e617aa-b5b2-49db-8ba0-c09d4d2083b9,perturbation d'inclinaison d'angle 3,2022-07-13 15:26:48,Compartiment / péniche bruleurs angle 3,34CT,1
1c0b8b08-d5b9-499d-a633-b09bb9346485,93463cf8-6e85-4cbc-9a9a-68d51d0f3813,fuite de vapeur conduite vers vanne de purge collecteur bypass BP(à décalorifuger ),2022-07-14 08:59:28,Purge collecteur by-pass BP,34MD,1
9dcaa55c-32a6-4e73-9787-4bac761616cd,c5799184-0dba-4180-a805-1028a4215ab8,Manque d'éclairage toit électrofiltre tr3.,2022-07-14 09:03:10,Electrofiltre,34EL,1
7198a2a8-678e-4ae3-b99b-f04fa4be23c8,14cee9a2-347d-4ad8-9ee4-7f0f842d2931,prévoir remise en état indicateur de pression d'huile ( aiguille cassé ),2022-07-14 10:22:25,STATION HYDRAULIQUE BP,34CT,1
0a6912f1-f15a-4049-909e-a919f4f10867,cbd40d2b-59cc-4db7-9f41-2986a167df77,CHANGEMENT TRANSMETTEUR,2022-07-15 09:37:00,Transmetteur 1 de débit  pompe alimentaire 30,34CT,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Soudage des coquillier raclette de la chaine décrasseur.,2022-07-15 15:12:00,DECRASSEUR,34MD,1
848c3f23-f595-4518-9381-67b5252308a5,c5799184-0dba-4180-a805-1028a4215ab8,Les paramétré de courant dégradé du champ 1B TR3.,2022-07-17 08:42:13,TRANSFORMATEUR REDRESSEUR CHAMP1 FILE B,34EL,1
510cc6fe-703f-404a-8e19-1d3b0e1a5884,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Bruit anormal au niveau d'accouplement pompe eau déminéralisée N°2.,2022-07-17 08:47:12,POMPE D'APPOINT N°2  (EAU DÉMINÉRALISÉE),34MM,2
b042dbde-eed3-4fbc-8f76-e0d91bd3020d,3cca8df0-66e0-4b80-b6e2-e3b45e49fcda,prévoir nettoyage filtre échangeur noria n 10,2022-07-17 08:47:30,Echangeur Noria,34MM,1
b968eb4f-6852-4095-aea2-24cc84d62527,b7dd37f4-8f86-4391-955e-c0db891bec12,Déclenché par alarme pression haute,2022-07-17 08:56:22,SECHEUR POUR COMPRESSEUR D'AIR A TYPE GA90W,34MC,1
5017f11b-89f3-4c33-b522-9e82c6c7b35a,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,prévoir appoint d huile réducteur de nettoyage alimentateur c,2022-07-17 08:56:38,CONVOYEUR DE NETTOYAGE  ALIMENTATEUR B,34MC,1
fd154321-fb56-4bc9-b49b-fcd66957ddae,fb2a4caa-b67f-43d8-8e30-2c561492e889,Blocage de la vanne de décharge de la sas du broyeur D TR3.,2022-07-17 08:57:19,VANNE DE DECHARGE SAS A SORTIE BROYEUR D VERS COLL,34MC,1
e3998615-a269-4ed4-a305-28361a267bc4,d3e617aa-b5b2-49db-8ba0-c09d4d2083b9,perturbation d'inclinaison péniche d'angle 2,2022-07-17 10:29:00,Compartiment / péniche bruleurs angle 2,34CT,1
0a6912f1-f15a-4049-909e-a919f4f10867,cbd40d2b-59cc-4db7-9f41-2986a167df77,Prévoir un contrôle des transmetteurs de débit pompe alimentaire 30.,2022-07-17 10:29:05,Transmetteur 1 de débit  pompe alimentaire 30,34CT,1
e9aa8864-1a59-4479-8916-c444e846e2fc,c02e2a84-07c0-4d8b-9fc4-857d25702120,LAMPES TEMOINS PANEAU DE COMMANDE CENTRIFUGEUSE HUILE DE GRAISSAGE TURBINE A CHANGER ( LAMPES GRILLEES),2022-07-17 11:40:42,CENTRIFUGEUSE D'HUILE,34EL,1
d91b7294-95e6-47ec-8cfd-d65227740ff4,e1768504-8b0f-4753-b9d8-35888de02a4b,détendeur air commande registre refoulement ventilateur soufflage   (A) défectueux,2022-07-19 11:05:49,REGISTRE ASPIRAT VENTILATEUR  SOUFLAGE A,34CT,1
fa950809-e443-4edf-b2d7-3a0bff553545,e1768504-8b0f-4753-b9d8-35888de02a4b,fuite d air  par détendeur air commande vanne refoulement ventilateur soufflage   B,2022-07-19 11:05:57,REGISTRE ASPIRAT VENTILATEER  SOUFLAGE B,34CT,1
e83803ce-e02d-4ff7-9b46-22190cd20c15,bdc3f038-04d2-461d-9f77-c0f5c77b453c,Contrôle de la réponse des Registres Réglant Air Primaire Chaud et Froid,2022-07-19 11:59:00,REGISTRE AIR CHAUD BROYEUR B.,34CT,1
0965dba3-ccea-4d02-91a4-e081fa3c84fe,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,vibration au niveau moteur alimentateur B TR3,2022-07-19 13:00:36,MOTEUR ALIMENTATEUR GRAVIMETRIQUE,34EL,3
be45de18-e22c-487e-85f8-9a542a2f94ec,b7dd37f4-8f86-4391-955e-c0db891bec12,Prévoir le contrôle de manomètre de réservoir des ETPs ( un écart de mesure entre la valeur indiquée par le manomètre et la valeur transmise par le transmetteur de pression),2022-07-20 08:42:39,MANOMETRE PRESSION RESERVOIR INTEMEDIAIRE,34CT,1
0965dba3-ccea-4d02-91a4-e081fa3c84fe,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,vibration du moteur d'alimentateur B,2022-07-20 10:06:24,MOTEUR ALIMENTATEUR GRAVIMETRIQUE,34EL,3
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Les joints latéraux du tambour filtrant déchirés.,2022-07-20 10:20:10,Tombour filtarnt,34MM,2
650f7f73-7f6f-49c7-99e7-0795d88c41ee,cbd40d2b-59cc-4db7-9f41-2986a167df77,"prévoir nettoyage des traces d'huile  au dessous du groupe motopompe alimentaire 30, et au niveau des palier moteur, afin d'assurer un suivie de la dégradation du niveau d'huile.",2022-07-20 10:20:22,ligne eau alimentaire 30,34MM,1
57ae40d6-591c-4a22-a45a-92ca24de21c7,f7edce60-d1a5-401a-b673-f1193930615c,Elimination fuite de cendre volante (SAS B SOUS CHAMP 1 ELECTROFILTRE B),2022-07-20 15:04:00,SAS A SOUS CHAMP 1 ELECTROFILTRE B,34MD,1
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Arrêt du moteur de filtre tambour par contacteur limiteur de couple.,2022-07-21 08:17:54,Tombour filtarnt,34EL,2
95b81bf5-9d80-49dd-8509-a8c8059f9f5a,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Prévoir faire l'appoint d'huile de la pompe eau déminéralisé 10 TR3.,2022-07-21 08:51:23,POMPE D'APPOINT N°1  (EAU DÉMINÉRALISÉE),34MM,1
57ae40d6-591c-4a22-a45a-92ca24de21c7,f7edce60-d1a5-401a-b673-f1193930615c,Elimination fuite sur conduite de cendre volante (SAS 1 ELECTROFILTRE B),2022-07-21 14:40:00,SAS A SOUS CHAMP 1 ELECTROFILTRE B,34MD,1
64927d6a-f0ff-42fe-a137-fb5a78219e91,a738c0f1-e548-4680-9409-ef6832ec1e32,prévoir la mise a en état détendeur  air de commande registre refoulement  tirage B,2022-07-24 08:39:16,Ventilateur de tirage B,34CT,1
e2c6bc01-15ec-464c-86ce-34291bb79f8b,93463cf8-6e85-4cbc-9a9a-68d51d0f3813,prise de l'indicateur de température vapeur du by-passe BP est débranché,2022-07-24 08:39:50,INDICATEUR DE TEMPERATURE,34CT,1
2020ce02-3ba9-4264-93b4-ccb3ebf088a2,a738c0f1-e548-4680-9409-ef6832ec1e32,prévoir la mise a en état détendeur  air de commande registre refoulement  tirage A,2022-07-24 08:40:13,REGISTRE D'ASPIRATION  DU VENTILATEUR DE TIRAGE A,34CT,1
b968eb4f-6852-4095-aea2-24cc84d62527,b7dd37f4-8f86-4391-955e-c0db891bec12,Défaut de taux d'humidité élevé.,2022-07-25 10:06:33,SECHEUR POUR COMPRESSEUR D'AIR A TYPE GA90W,34MC,1
54b7d8e3-0414-43ae-858e-9b6db1e62a4e,f8c9a701-d706-4186-a4ab-5576d5df25da,"Manque liste d'ALARMES sur le synoptique local du système d'injection SO3 de la tranche 3, et tranche 4.",2022-07-26 09:28:45,SYSTEME D'INJECTION SO3,34CT,1
b968eb4f-6852-4095-aea2-24cc84d62527,b7dd37f4-8f86-4391-955e-c0db891bec12,Déclenché par pression haute + taux d'humidité élevé.,2022-07-26 10:07:31,SECHEUR POUR COMPRESSEUR D'AIR A TYPE GA90W,34MC,1
30689654-2454-47dc-85c1-344173d2293d,ea20dd26-5178-4fab-ac36-5855da36d870,Fuite d'eau de mer (goutte à goutte) au niveau de la vanne double effet (Air-vide) de la pompe PAC20 tr3,2022-07-26 14:13:43,Pompe Eau de Mer 20,34MM,1
a4d0564e-ac0d-42b7-9d31-7799f950d23e,14cee9a2-347d-4ad8-9ee4-7f0f842d2931,PREVOIR SOUFLAGE DU RADIATEUR REFRIGERANT HUILE DE COMMANDE BYPASSE BP,2022-07-27 06:27:22,FILTRE A AIR,34MM,1
06b43273-9fdf-4efd-8927-ed0967edaca9,db4d1348-69e4-4af6-b977-361b0b0f2f05,Bruit anormale au niveau du moteur de la pompe fioul 20 .,2022-07-27 09:18:16,MOTEUR POMPE ALIMENTATION FUEL,34EL,2
650f7f73-7f6f-49c7-99e7-0795d88c41ee,cbd40d2b-59cc-4db7-9f41-2986a167df77,test,2022-07-27 11:47:52,ligne eau alimentaire 30,34CT,1
dd77d046-9760-4aa7-8236-ece034e76b5d,cbd40d2b-59cc-4db7-9f41-2986a167df77,test,2022-07-27 12:59:33,ligne eau alimentaire 10,34CT,1
3db99245-cb97-42fe-9892-bcf8ca8d5bd9,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Déclenchement du moteur tambour filtrant par limiteur d'effort 12CW001,2022-07-27 16:59:17,MOTEUR POMPE TOMBOUR FILTRANT,34EL,2
fe3baac5-e6af-4750-9e11-4e92394c1f74,f7edce60-d1a5-401a-b673-f1193930615c,Serrage de la vanne de convoyage du champ 2B TR3.,2022-07-28 10:01:05,VANNE DE DECHARGE DES SAS   SOUS CHAMP 2 ELECTROFI,34MC,1
6204e36e-488f-4c03-bdac-eee4c3bf8646,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir inspection de la vanne entrée sas côté SAFI du champ 5B ( non ouverture de la vanne après la séquence de décharge  ).,2022-07-28 10:57:06,VANNE DE REMPLISSAGE SAS A SOUS CHAMP 5 ELECTROFIL,34MC,1
cb199bde-89b6-4123-9261-a2d8bc237063,fb2a4caa-b67f-43d8-8e30-2c561492e889,Blocage mécanique de la trappe entrée sas refus broyeur B .,2022-07-29 08:30:00,Vannes de la Sas Refus broyeur B,34MC,1
e37217a3-5ad4-4c31-bcc3-581130d00c67,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir contrôler la vanne de convoyage du champ 3B (dur mécanique).,2022-07-29 10:52:39,SAS A SOUS CHAMP 3 ELECTROFILTRE B,34MC,1
d635350b-4162-46f5-8abc-042dc7dde5ca,2c66fce9-8341-43ed-9326-a6c4d0715912,Perte signalisation fermeture  vanne ventilation VS 30LBA20AA21,2022-07-31 08:57:57,Purge de conduite conditionnement VS,34CT,2
c026904f-a5b5-47b7-b8b7-407e03597b03,c111ab6f-a961-43ce-b8fe-54b2abf73628,fuite de charbon pulvérisé par tresse de la trappe 4 de décharge broyeur D,2022-07-31 10:51:52,SERVOMOTEUR PNEUMATIQUE DU REGISTRE DE DECHARGE BR,34MC,1
57ae40d6-591c-4a22-a45a-92ca24de21c7,f7edce60-d1a5-401a-b673-f1193930615c,Percement dans la conduite de convoyage du champ 1B (prés de silo CV).,2022-07-31 10:52:01,SAS A SOUS CHAMP 1 ELECTROFILTRE B,34MD,2
65193ddf-9215-4cef-b31f-14ebbff9a11c,f7edce60-d1a5-401a-b673-f1193930615c,Percement de la conduite d'évacuation champ 1A&2A (coude à côté ventilateurs de tirage),2022-07-31 10:52:09,SAS A SOUS CHAMP 1 ELECTROFILTRE A,34MD,2
01abf5e2-2ac6-4f10-b87c-b9a2ad407e4a,e87a6eed-5b9b-41f6-9d11-a3214c05bd53,Vanne régulatrice désurchauffe VS non étanche,2022-07-31 10:57:35,S.H.SPRAY WATER CONTROL,34MC,1
0fcff312-df75-4389-b16c-8eb47f913639,5ec7d3b7-0273-40e4-af1f-8f220bb6a65a,fuite d'eau alimentaire dans la vanne d'isolement niveaustat bâche alimentaire(coté el jadida),2022-07-31 11:28:51,Contacteur de niveau Haut bâche alimentaire.,34MM,1
3119381b-0307-4ece-bc38-e782b2eb0b9a,9d8baebe-30cd-410d-a352-666615217026,fuite d'air vanne entrée éjecteur de maintien  N2.,2022-08-01 10:21:05,V PNEU ENTREE EJECTEUR MAINTEIN COTE AIR,34CT,3
0f19ef95-6200-456a-8feb-f13113a2fe6d,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,prévoir contrôle manomètre Dp à l'aspiration LAC10.,2022-08-02 08:22:21,MANOMETRE,34CT,1
acb56796-3aea-4522-8e3d-d509efd32900,b7dd37f4-8f86-4391-955e-c0db891bec12,Alarme d'entretien des compresseurs etp 10/11/12 tr3.,2022-08-02 09:53:58,COMPRESSEUR D'AIR A TYPE GA90W,34MC,1
c6728158-05b5-4bb2-acd8-00d95533ca92,f8c9a701-d706-4186-a4ab-5576d5df25da,Prévoir un contrôle de thermocouple de la vapeur de traçage 1041.,2022-08-02 15:29:25,Thermocouple  de Température  de la Vapeur de Traçage,34CT,1
0c376ae3-65f4-4dca-8bee-88b621145a1d,8ab799f5-144f-420c-b426-3d7e36b13f59,fuite de vapeur par tresse du ramoneur IK14,2022-08-03 08:30:00,RAMONEUR LONG RETRACTABLE N°14 TYPE IKPOUR LES ÉCH,34MC,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Présence Mou de chaîne décrasseur (côté mer).,2022-08-03 08:30:00,DECRASSEUR,34MC,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,Encrassement du filtre de la pompe fioul 20 tr3.,2022-08-03 09:49:16,POMPE FUEL  PRINCIPALE  N°2,34MC,1
dd77d046-9760-4aa7-8236-ece034e76b5d,cbd40d2b-59cc-4db7-9f41-2986a167df77,fuite important d'eau au niveau garniture pompe alimentaire N°10,2022-08-07 08:41:31,ligne eau alimentaire 10,34MM,1
024c4e40-fe16-4c92-b613-a8d71c71df75,ea20dd26-5178-4fab-ac36-5855da36d870,Fuite d'eau dans le filtre d'eau de refroidissement de la pompe de circulation 20 tr 3.,2022-08-07 11:29:56,FILTRE DOUBLE,34MM,1
9fa19d4d-6f89-4511-91f3-e5b1ba25d1b3,cbd40d2b-59cc-4db7-9f41-2986a167df77,Perte mesure vibration axial côté moteur pompe Alimentaire N°10,2022-08-08 08:29:48,Capteur de vibration axiale coté commande  de la pompe 10,34CT,3
e3f38d34-f1ee-4243-93b2-c347082faf35,cbd40d2b-59cc-4db7-9f41-2986a167df77,fuite importante de vapeur par garniture pompe alimentaire 10 coté accouplement,2022-08-08 08:42:08,Pompe alimentaire  principale  N° 10,34MM,2
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Dégradation de l'Etat des joint latéraux du filtre tambour TR3.,2022-08-08 08:42:21,Tombour filtarnt,34MM,2
49cd589a-0c8a-4082-b941-a079d1c66727,d3e617aa-b5b2-49db-8ba0-c09d4d2083b9,Coin N°1 de L'inclinaison des Bruleurs coincé,2022-08-09 08:23:24,COMMANDE DES INCLINAISON BRÛLEURS COIN 1.,34CT,1
49cd589a-0c8a-4082-b941-a079d1c66727,d3e617aa-b5b2-49db-8ba0-c09d4d2083b9,Coin N°1 de L'inclinaison des Bruleurs coincé,2022-08-09 08:48:40,COMMANDE DES INCLINAISON BRÛLEURS COIN 1.,34CT,1
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,Encrassement du filtre de la pompe fioul 10 TR3.,2022-08-10 08:56:47,POMPE FUEL  PRINCIPALE  N°1,34MC,1
98bd9d54-d7ee-4a8f-856b-fc67bf6bb4f8,6e475c6f-e604-4006-9811-2d4c0b20105d,sortie magasin carte pm665 comme prêt sous demande madih parc a charbon,2022-08-10 13:40:00,Armoire de Contrôle Régulation et Sécurité Turbine,34CT,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,Encrassement du filtre d'aspiration du pompe fioul 20 .,2022-08-14 13:03:34,POMPE FUEL  PRINCIPALE  N°2,34MC,1
57ae40d6-591c-4a22-a45a-92ca24de21c7,f7edce60-d1a5-401a-b673-f1193930615c,Percement dans la conduite d'évacuation du champ 1B TR3 prés di silo.,2022-08-14 13:03:50,SAS A SOUS CHAMP 1 ELECTROFILTRE B,34MD,2
c0b407ba-7a42-4b68-9ae6-4fcb6300c8b6,b7dd37f4-8f86-4391-955e-c0db891bec12,prévoir control ETP11 U3 (présence d'huile en dessous de séparateur de huile ),2022-08-15 08:57:50,COMPRESSEUR D'AIR B TYPE GA90W,34MC,1
dc0f01d6-4bab-4772-a16a-f53332fbad83,c111ab6f-a961-43ce-b8fe-54b2abf73628,fuite de charbon pulvérisé ( angle A3) percement,2022-08-15 08:57:54,SERVOMOTEUR PNEUMATIQUE DU REGISTRE DE SÉCTIONNEME,34MD,1
1f0f4e05-02a4-481a-bdee-db34f1e0e152,8c925644-3527-4713-a37a-7458857987ae,prévoir changement indicateur de pression de décharge pompe d'extraction n 20,2022-08-15 14:30:45,MANOMETRE,34CT,1
7cbdde48-9e97-434f-baf3-632e0f2c5a01,14cee9a2-347d-4ad8-9ee4-7f0f842d2931,prévoir changement indicateur d'encrassement filtre,2022-08-15 14:30:49,FILTRE/REFRIGERANT POMPE DE CIRCULATION,34CT,1
1f0f4e05-02a4-481a-bdee-db34f1e0e152,8c925644-3527-4713-a37a-7458857987ae,manomètre au refoulement pompe d'extraction N°20 est erroné,2022-08-15 14:30:55,MANOMETRE,34CT,1
c755c763-4784-42ff-9666-a438641f759b,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,"Prévoir le contrôle de la déviation entre la commande et la position des registres suivants  - 30hhl65aa010  angles 3 et 4  - 30hhl40aa010  angles 2,3 et 4.  - 30hhl25aa010 angles 3 et 4.  - 30hhl15aa010  angles 1,2,3 et 4.",2022-08-15 14:31:55,Combustion air supply system U3,34CT,2
8ae7aa98-6062-4a94-be47-d1f4b4fab2c9,f7edce60-d1a5-401a-b673-f1193930615c,L'afficheur de pressostat sas côté el jadida défaillant champ 2B.,2022-08-15 14:32:07,Pressostat de Contrôle de Pression Sas 30ETG12BB001,34CT,1
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,Fuite de fioul dans la vanne de purge du filtre de la pompe fioul 10 TR3.,2022-08-16 08:30:00,POMPE FUEL  PRINCIPALE  N°1,34MC,2
123ee559-d134-4ac1-8627-556a2919cd66,52b20517-a1ba-4b78-8711-adebd336a6c2,Remise en état porte armoire groupe diesel,2022-08-16 12:00:00,ARMOIRE DE CONTRÔLE DU GROUPE ELECTROGENE,34EL,3
bdedbd5c-1d14-4513-b3dd-ee7e5a62152f,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,CONTROLE ET REMISE EN ETAT DES ANOMALIES,2022-08-16 14:35:00,Servomoteurs d'air secondaire unité 3,34CT,2
3db99245-cb97-42fe-9892-bcf8ca8d5bd9,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Déclenchement du moteur du tambour filtrant par limiteur d'effort .,2022-08-17 10:16:50,MOTEUR POMPE TOMBOUR FILTRANT,34EL,2
2de85a03-c815-4018-9ada-534f63d9a7a4,37494786-8eeb-404e-bedf-f532bab67dea,prévoir remise en place panneau de signalisations (KKS)   pompe d'extraction n 20,2022-08-17 10:17:01,MOTEUR POMPE D'EXTRACTION 2,34EL,1
